Description,Chamber,Created date,Energy Policy Index,URL
Proposing a constitutional amendment prohibiting certain school district maintenance and operations ad valorem taxes on the fulfillment of certain conditions.,House,2022-11-16,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00036I.HTM
Relating to a limitation on the use of certain unsubstantiated information relating to peace officer misconduct.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00799I.HTM
Relating to distinctive packaging for opioid prescription drugs.,House,2022-11-29,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00815I.HTM
Relating to procedures in certain suits affecting the parent-child relationship filed by the Department of Family and Protective Services.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00968I.HTM
Relating to an allotment under the public school finance system for certain students whose parent or legal guardian has been incarcerated.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00947I.HTM
Relating to waiver programs for certain veterans provided by toll project entities.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00910I.HTM
Relating to persons authorized to conduct a marriage ceremony.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00907I.HTM
Relating to the creation of a workplace violence hotline and a requirement that employers post notice regarding the hotline.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00915I.HTM
Relating to standing in a suit affecting the parent-child relationship.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00957I.HTM
Relating to a peace officer training advisory committee.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00931I.HTM
Relating to the carcinogenic risk level used in the development of certain environmental remediation benchmarks.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00952I.HTM
Relating to access to certain public school library materials.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00917I.HTM
Relating to the use of medication designated for treatment of respiratory distress on public and private school campuses.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00920I.HTM
Relating to prohibiting the transfer of certain firearm magazines to certain recipients; creating a criminal offense.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00902I.HTM
Relating to definitions for purposes of gambling criminal offenses.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00904I.HTM
Relating to the release on bail of certain persons charged with a violation of a condition of the person's release from the Texas Department of Criminal Justice.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00948I.HTM
Relating to the prohibition of tolls on portions of State Highway 146 and State Highway 99.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00921I.HTM
Relating to health benefit plan coverage of prescription contraceptive drugs.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00916I.HTM
Relating to the establishment of the private child care task force.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00940I.HTM
Relating to affidavits concerning cost and necessity of services in civil actions.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00955I.HTM
Relating to payments made to certain foster parents.,House,2022-12-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00897I.HTM
Relating to the early voting period.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00919I.HTM
Relating to the operation of a quick draw lottery game; requiring an occupational license.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00903I.HTM
Relating to asset forfeiture proceedings under the Code of Criminal Procedure.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00928I.HTM
Relating to the permissible uses of the compensatory education allotment under the Foundation School Program.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00951I.HTM
Relating to the designation of the Aaron M. Hicks Memorial Interchange.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00923I.HTM
"Relating to the authority of the legislature, courts, the governor, and other state and local officials regarding declared states of disaster.",House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00911I.HTM
Relating to the extent of a defendant's criminal responsibility for the conduct of a coconspirator in a capital murder case.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00929I.HTM
Relating to spoliation of evidence held for use in a criminal proceeding.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00946I.HTM
Relating to the age at which a person in this state may marry.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00924I.HTM
Relating to temporary vehicle tags and the offense of tampering with a governmental record.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00914I.HTM
Relating to the authority of a court to grant a commutation of punishment to certain individuals serving a term of imprisonment.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00909I.HTM
"Relating to voter registration, including electronic voter registration.",House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00943I.HTM
Relating to the penalty for certain offenders for possession of a small amount of certain controlled substances.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00939I.HTM
Relating to the timing of changes to county election precincts.,House,2022-12-08,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00889I.HTM
Relating to the creation of a commission to review certain laws of this state that restrict the rights or activities of persons convicted of a felony offense and to make certain recommendations regarding those laws.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00927I.HTM
Relating to qualifications and registration of certain voters on parole or mandatory supervision.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00945I.HTM
Relating to the admissibility of hearsay evidence in a hearing for a person charged with a violation of a condition of release from the Texas Department of Criminal Justice.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00930I.HTM
Relating to the sealing of and discovery procedures relating to certain recordings of children constituting evidence in a criminal case in a criminal hearing or proceeding; creating a criminal offense.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00908I.HTM
Proposing a constitutional amendment to repeal the constitutional provision providing that marriage in this state consists only of the union of one man and one woman and prohibiting this state or a political subdivision of this state from creating or recognizing any legal status identical or similar to marriage.,House,2022-12-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00061I.HTM
Relating to the repeal of statutes regarding the criminality or unacceptability of homosexual conduct and to the recognition of certain same-sex relationship statuses.,House,2022-12-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00970I.HTM
Proposing a constitutional amendment establishing an individual's right to personal reproductive autonomy.,House,2022-12-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00062I.HTM
Relating to the frequency with which the comptroller is required to conduct the school district property value study and the ratio study of an appraisal district.,House,2022-12-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00971I.HTM
Relating to warning labels for opioid prescription drugs.,House,2022-12-10,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00972I.HTM
Relating to the applicability of sex offender registration requirements to the offense of improper relationship between educator and student.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00964I.HTM
Designating the second Tuesday in October as Legislators in Schools Day for a 10-year period ending in 2033.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HC00010I.HTM
Relating to the inclusion of certain information about classroom and student expenditures in the notice of the budget and proposed tax rate meeting of the board of trustees of a school district.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00962I.HTM
Relating to compensation under the Crime Victims' Compensation Act for certain lost wages.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00959I.HTM
Relating to the transfer of money in the identification fee exemption account.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00963I.HTM
Relating to an annual report by a justice of the peace regarding certain income.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00961I.HTM
Relating to the establishment of a statewide homelessness data system.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00913I.HTM
Relating to the operation of a transitional housing pilot program by the Texas Department of Housing and Community Affairs.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00912I.HTM
Relating to credit toward a defendant's sentence for time confined in jail or prison before sentencing.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00905I.HTM
Relating to the use of force by peace officers and certain other persons to make an arrest or search or prevent an escape from custody.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00938I.HTM
Proposing a constitutional amendment requiring the periodic review of state and local tax preferences and the expiration of certain tax preferences if not reauthorized by law.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HJ00060I.HTM
Relating to the imposition of tolls on Fairmont Parkway in Harris County.,House,2022-12-09,0.0,http://capitol.texas.gov/tlodocs/88R/billtext/html/HB00922I.HTM
